CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography_France,Geography_Spain,Geography_Germany,Gender_Female,Gender_Male
845,29,19,219557,2,0,0,1255469,0,0,1,1,0
244,63,8,705419,6,0,0,1724578,1,0,0,0,1
818,71,8,485204,1,1,0,99972,1,0,0,0,1
716,24,7,608784,4,1,1,445507,1,0,0,0,1
485,74,8,321272,6,0,0,662605,1,0,0,0,1
262,95,0,83560,6,0,0,1446267,0,1,0,0,1
913,91,5,722903,1,1,0,2336139,0,0,1,0,1
939,46,20,518120,6,1,1,2462978,1,0,0,1,0
836,59,6,503886,3,1,0,33684,0,0,1,1,0
929,22,2,397393,5,0,0,1079584,0,1,0,0,1
750,53,19,229454,1,0,1,320466,0,0,1,0,1
382,62,4,713710,1,1,1,655366,0,0,1,1,0
838,26,5,553033,4,1,0,54694,1,0,0,0,1
937,18,20,238808,5,1,1,618165,0,0,1,0,1
665,26,8,334190,3,0,0,1068976,0,0,1,0,1
828,45,16,769697,3,1,0,2648505,1,0,0,0,1
642,34,15,497771,6,0,1,2046562,1,0,0,0,1
785,56,17,867812,4,0,0,390182,1,0,0,0,1
815,72,6,486357,4,1,1,2780705,0,0,1,1,0
218,78,9,175691,2,1,1,2610050,1,0,0,1,0
643,30,14,416665,6,0,1,555120,0,1,0,0,1
726,34,7,494996,3,1,1,2850476,0,0,1,0,1
650,44,9,284655,1,1,0,2881805,1,0,0,1,0
782,76,17,4384,5,1,1,675574,0,0,1,1,0
805,99,8,217786,4,1,1,675984,1,0,0,1,0
387,75,3,809801,4,0,0,1697870,1,0,0,0,1
251,74,19,500693,1,1,1,43336,0,0,1,0,1
954,44,1,986968,2,0,1,2790213,0,0,1,1,0
539,40,13,101995,4,0,1,2260485,0,0,1,0,1
245,74,12,947936,4,1,0,2113895,0,1,0,1,0
313,86,8,572554,3,1,0,2664527,0,0,1,0,1
298,55,17,311465,5,1,1,1033303,1,0,0,1,0
338,92,9,845306,6,0,0,1365455,1,0,0,0,1
979,27,2,821763,6,1,1,489434,1,0,0,1,0
923,51,20,713018,1,1,1,233029,0,0,1,0,1
951,84,9,843868,1,0,1,146614,0,1,0,1,0
396,44,7,178474,3,0,0,210522,0,0,1,1,0
583,85,2,459944,1,1,1,2154246,0,0,1,1,0
508,34,0,101071,3,0,0,2523276,1,0,0,1,0
586,66,10,700459,1,0,0,2260360,0,1,0,0,1
261,99,5,828962,6,0,0,1379682,0,0,1,0,1
634,34,5,772408,3,0,1,1351290,0,0,1,0,1
662,59,13,931592,2,0,0,303533,1,0,0,1,0
596,80,7,293558,4,1,0,2528466,0,1,0,1,0
322,51,13,738433,2,0,1,1035935,0,0,1,1,0
374,58,20,920015,6,0,1,1923780,0,0,1,0,1
768,22,17,406004,3,1,0,2166606,0,0,1,1,0
995,67,9,182613,6,1,1,672138,0,1,0,0,1
817,95,16,541745,6,1,1,544085,0,0,1,0,1
956,77,13,211963,3,1,0,1717587,1,0,0,1,0
528,36,6,961613,4,1,1,534052,0,0,1,1,0
772,90,4,994547,3,0,0,588605,1,0,0,1,0
520,65,3,979887,5,1,1,1062994,0,0,1,0,1
746,42,3,166363,4,0,0,1419857,0,1,0,0,1
753,93,14,681456,5,0,1,1988992,0,0,1,1,0
291,65,5,993378,1,1,0,814631,1,0,0,0,1
587,92,20,316356,1,1,1,619262,1,0,0,0,1
643,72,20,757653,6,0,1,2400257,1,0,0,0,1
502,66,5,422931,3,0,0,229962,0,1,0,0,1
207,25,4,692387,3,1,1,853365,1,0,0,1,0
724,21,3,453174,1,0,0,1763466,1,0,0,1,0
352,50,16,436839,1,0,1,1399464,0,1,0,0,1
933,64,11,468284,5,1,1,1821450,1,0,0,0,1
507,66,6,530641,1,0,0,1892490,0,1,0,0,1
771,58,18,982769,6,1,1,2921150,1,0,0,0,1
959,68,14,33257,5,1,0,2010410,0,1,0,1,0
312,50,15,69590,3,0,1,1183431,0,0,1,0,1
973,25,8,504044,1,1,0,2437289,0,1,0,0,1
740,89,8,226363,6,1,1,289592,0,1,0,1,0
876,45,14,649094,3,1,0,764750,0,1,0,1,0
616,24,8,355900,2,1,1,287250,0,0,1,1,0
287,48,13,996434,5,0,1,1817238,0,0,1,0,1
707,77,5,800028,5,1,1,2361778,0,0,1,1,0
203,71,11,688503,4,0,1,1303211,0,0,1,0,1
924,44,19,696166,1,1,1,33031,1,0,0,0,1
518,79,20,896754,4,1,1,2094402,1,0,0,1,0
849,64,2,658778,5,1,0,1873825,1,0,0,0,1
923,88,4,926683,5,1,1,1841305,0,1,0,0,1
978,75,18,394569,5,0,0,2288052,0,1,0,0,1
413,91,1,545832,1,1,0,594605,0,0,1,1,0
248,64,19,954808,3,1,0,2069070,1,0,0,1,0
445,20,0,514632,1,0,1,384398,0,0,1,1,0
323,64,18,863843,4,0,0,2615093,0,0,1,1,0
384,30,0,861620,1,0,1,2306801,0,0,1,1,0
354,84,9,854383,1,1,1,973378,0,0,1,1,0
758,87,19,404114,1,0,0,743030,1,0,0,0,1
772,53,2,553685,2,0,0,2198278,0,0,1,1,0
719,96,12,880361,4,0,0,312224,1,0,0,1,0
772,84,19,620698,2,0,1,2294774,0,0,1,1,0
781,27,5,494206,1,0,1,977801,0,0,1,0,1
418,58,0,418683,1,0,1,2900228,1,0,0,1,0
933,38,10,147079,4,1,1,1327817,0,0,1,0,1
465,31,0,203567,3,1,0,285827,0,0,1,1,0
631,64,10,310679,4,0,0,1385338,0,0,1,0,1
409,92,0,588961,2,1,0,1771267,0,0,1,0,1
914,41,8,60451,3,1,1,1465829,0,1,0,1,0
772,69,9,901714,3,1,1,1556692,1,0,0,0,1
499,67,18,519955,2,0,0,1135715,1,0,0,0,1
479,52,5,286571,3,1,0,2429779,0,0,1,0,1
208,43,15,308039,5,0,0,1046179,0,0,1,1,0
637,75,8,883020,3,0,1,2386522,0,1,0,0,1
568,26,18,785936,6,0,1,843033,0,1,0,0,1
703,26,8,213457,2,1,0,2851174,1,0,0,1,0
531,82,5,694424,5,0,0,374725,0,1,0,0,1
804,93,10,636438,2,0,1,392942,0,1,0,0,1
743,21,8,537519,4,0,1,2094466,1,0,0,0,1
746,25,1,914003,3,0,1,2896839,1,0,0,0,1
504,63,9,891511,6,1,0,2198246,0,1,0,0,1
784,35,4,742083,4,1,1,2568136,1,0,0,0,1
224,62,4,495604,2,1,1,1187816,1,0,0,0,1
932,44,6,289316,3,1,1,912878,1,0,0,0,1
436,35,16,721562,1,0,0,2161905,0,0,1,0,1
748,22,20,994835,5,1,1,2632270,1,0,0,0,1
705,22,15,159554,3,1,1,1126646,0,1,0,0,1
469,19,0,649051,4,0,1,2206885,1,0,0,1,0
468,22,16,250586,3,0,1,1774247,0,1,0,1,0
993,49,2,740864,3,0,0,35849,0,0,1,1,0
279,65,18,17231,4,1,0,1395278,0,0,1,1,0
642,42,7,123218,1,0,1,322968,1,0,0,0,1
350,32,14,571526,2,1,1,2442647,1,0,0,1,0
357,91,6,122042,5,1,0,363366,0,0,1,0,1
923,59,18,831084,5,1,1,1337211,0,1,0,1,0
923,77,8,338409,4,1,0,2902277,0,0,1,0,1
963,69,18,209194,4,1,0,92168,1,0,0,0,1
293,41,17,609038,3,1,0,1042575,0,0,1,0,1
690,69,17,133604,1,0,1,795081,0,0,1,0,1
994,82,4,94590,1,1,1,1946609,0,0,1,1,0
491,88,10,399806,6,1,0,542665,0,0,1,1,0
714,62,10,368904,3,1,0,2609183,0,0,1,0,1
243,71,9,595269,5,1,0,2297845,1,0,0,1,0
285,95,14,425624,4,0,1,1057776,0,0,1,1,0
674,98,15,203787,3,1,1,310034,0,0,1,0,1
582,49,18,452293,2,1,1,2588826,0,0,1,1,0
769,48,2,950182,4,0,0,1330152,0,1,0,1,0
858,94,16,569119,5,1,1,1305697,0,0,1,0,1
532,55,2,676775,4,1,1,2337981,1,0,0,1,0
556,89,20,526135,5,1,0,2877252,1,0,0,0,1
810,57,10,249184,3,1,1,599787,0,1,0,1,0
620,54,3,504077,4,1,1,2609586,1,0,0,1,0
816,97,5,507050,1,0,0,1671443,0,1,0,1,0
346,74,2,992199,1,1,0,1456853,1,0,0,0,1
810,35,20,801807,2,0,1,2862568,0,1,0,0,1
973,23,17,219167,6,1,1,883993,1,0,0,1,0
409,28,8,355674,5,0,0,701759,1,0,0,0,1
739,93,4,550457,6,1,1,2758319,1,0,0,1,0
862,31,9,223013,4,1,0,2210812,0,0,1,1,0
555,77,19,688888,1,0,0,361609,1,0,0,0,1
621,25,17,289070,2,0,1,841584,0,1,0,1,0
229,94,9,372827,6,1,0,2221614,1,0,0,0,1
948,52,13,674223,1,1,0,1243090,0,0,1,0,1
730,32,17,978101,6,1,1,1083014,1,0,0,1,0
223,59,20,809933,3,1,0,1247031,0,0,1,1,0
675,50,3,750319,2,1,1,140327,0,0,1,0,1
850,68,17,685118,4,1,1,2255770,1,0,0,0,1
610,98,4,655402,2,0,0,344227,1,0,0,0,1
274,73,17,844344,5,0,1,2339901,0,0,1,1,0
301,97,12,520745,4,1,0,2506019,0,0,1,0,1
455,20,10,253627,1,1,1,2286391,0,0,1,1,0
708,21,5,699041,5,0,0,1806545,1,0,0,1,0
845,86,10,922392,3,1,1,611069,1,0,0,0,1
328,99,20,269414,6,0,1,604747,0,0,1,0,1
546,61,7,650677,2,1,0,551306,1,0,0,1,0
730,40,17,858445,3,0,1,2670528,0,0,1,1,0
529,67,6,524664,3,1,0,2440392,0,0,1,0,1
358,50,16,331116,2,1,0,1415653,0,1,0,1,0
793,64,0,135119,6,0,1,2497583,0,0,1,0,1
401,41,20,254782,5,0,0,283045,1,0,0,1,0
343,61,10,134034,1,0,0,2369747,1,0,0,0,1
823,78,6,406752,5,1,1,567272,1,0,0,1,0
993,72,20,428788,2,0,1,1148086,0,1,0,0,1
520,74,13,368807,6,0,1,2613559,1,0,0,1,0
606,44,18,584079,5,1,1,2130940,0,0,1,0,1
218,65,10,911969,1,1,0,1807574,1,0,0,1,0
319,53,8,605626,4,1,1,152771,1,0,0,1,0
200,26,19,669019,1,1,1,1121067,1,0,0,0,1
739,60,7,933822,6,1,1,2861886,0,0,1,0,1
613,64,11,216497,1,1,0,176021,1,0,0,1,0
603,36,15,515005,4,0,0,624905,0,1,0,0,1
818,69,14,427909,5,1,0,529557,1,0,0,1,0
447,75,17,632814,3,1,1,965080,1,0,0,1,0
776,71,10,623068,2,1,0,457284,1,0,0,1,0
445,64,6,357655,6,1,1,815917,1,0,0,0,1
335,47,1,369093,3,1,1,2184765,1,0,0,1,0
719,53,14,104860,6,0,1,933469,0,0,1,0,1
335,51,0,690992,5,0,1,2289105,0,0,1,1,0
696,72,20,432409,1,1,1,637153,0,1,0,0,1
385,25,0,644376,4,0,0,547935,0,0,1,1,0
365,64,11,519731,4,1,1,2960529,1,0,0,1,0
495,98,11,623039,3,0,0,2583693,1,0,0,1,0
548,32,13,303789,3,0,0,283191,0,1,0,1,0
712,66,20,871426,5,1,0,521842,0,0,1,1,0
909,57,12,316781,6,0,0,1376449,0,0,1,0,1
473,53,6,257462,5,1,1,722040,0,1,0,1,0
818,82,15,561502,4,0,0,12218,0,1,0,0,1
577,77,3,992104,4,0,1,2953619,0,0,1,1,0
339,46,3,50733,6,0,1,1929707,1,0,0,1,0
837,99,20,504571,6,0,1,757114,0,1,0,0,1
597,91,10,406453,4,1,0,710824,1,0,0,0,1
778,85,15,980459,4,0,0,1433633,0,0,1,0,1
614,71,18,397586,1,1,1,2813895,0,0,1,0,1
639,46,19,728190,4,0,0,1810190,0,1,0,0,1
542,87,12,855463,1,0,0,583796,1,0,0,0,1
953,73,5,49021,1,0,0,462855,1,0,0,1,0
906,27,17,433382,5,1,0,43063,1,0,0,0,1
673,28,1,230429,3,1,0,710533,1,0,0,1,0
463,65,7,753522,1,1,1,2621220,1,0,0,1,0
766,29,13,889581,6,0,1,751184,0,1,0,0,1
426,57,18,695117,6,1,0,156138,0,1,0,0,1
956,56,2,194254,3,0,1,2799527,1,0,0,0,1
358,77,5,321402,5,1,0,2255099,0,0,1,0,1
835,54,5,38664,2,0,1,1472107,1,0,0,1,0
809,69,18,966122,6,1,0,975103,0,1,0,0,1
238,50,10,581121,6,1,0,96098,1,0,0,0,1
494,59,10,470119,4,1,1,1998273,1,0,0,0,1
212,46,10,979023,6,1,0,182055,0,0,1,0,1
439,90,8,407131,5,0,1,80604,0,1,0,1,0
269,85,4,537009,2,1,1,1400929,1,0,0,0,1
355,23,8,515396,2,0,1,1229578,0,0,1,0,1
626,69,20,628533,3,1,0,1166427,0,0,1,1,0
664,55,12,631443,1,1,0,1211984,0,0,1,1,0
728,49,18,728651,3,0,1,409467,1,0,0,0,1
991,83,3,537608,1,0,1,667843,0,0,1,1,0
364,62,17,588434,4,0,1,1148687,0,0,1,0,1
550,98,7,269401,2,1,1,1070737,0,1,0,1,0
523,90,14,641544,3,0,1,395344,0,1,0,0,1
805,87,20,862141,1,1,1,1382863,0,1,0,0,1
249,70,7,425846,1,1,1,2672182,1,0,0,0,1
790,81,9,540750,4,1,1,134211,0,0,1,0,1
704,58,1,138698,2,0,0,464555,0,0,1,1,0
954,20,0,343661,4,1,1,2752469,0,0,1,0,1
264,71,4,477559,3,0,0,680763,0,0,1,1,0
646,89,19,330428,4,1,0,58984,0,1,0,1,0
635,62,8,928170,2,0,1,974113,1,0,0,1,0
931,47,0,473712,3,0,1,2680226,0,1,0,0,1
445,89,15,220467,3,1,1,1750441,1,0,0,0,1
895,70,15,176203,1,0,1,140399,0,1,0,0,1
482,99,19,115629,2,1,1,2107002,1,0,0,1,0
880,55,13,974614,6,0,1,1074805,0,0,1,0,1
628,42,3,880720,3,0,1,460131,0,0,1,0,1
683,50,9,363292,5,1,1,1649459,0,1,0,0,1
838,77,20,475705,1,0,0,2684970,0,0,1,1,0
594,32,11,354683,1,1,0,1365163,0,0,1,0,1
352,93,9,288001,5,1,0,49859,0,0,1,0,1
270,97,9,809544,4,1,0,1146016,1,0,0,1,0
470,45,15,914472,3,1,1,2213603,1,0,0,1,0
726,57,6,524635,2,0,1,2712897,0,1,0,1,0
328,86,7,176945,4,1,0,45219,0,1,0,0,1
943,86,8,503597,2,0,0,966349,1,0,0,0,1
494,19,8,131884,6,1,0,1405106,0,1,0,1,0
505,58,11,916891,2,0,1,776810,0,0,1,0,1
845,22,1,52871,1,0,1,588557,1,0,0,1,0
399,41,10,729069,6,0,0,1883079,0,1,0,1,0
315,98,19,637158,6,0,0,848618,1,0,0,0,1
293,84,4,642243,1,0,1,1354390,0,1,0,0,1
809,49,8,737766,6,0,0,621128,0,1,0,1,0
671,39,18,62169,4,1,0,2694577,1,0,0,1,0
859,22,9,685190,1,0,1,319403,0,1,0,1,0
397,18,11,947818,3,1,0,1604618,1,0,0,0,1
547,41,10,870651,2,1,1,589628,1,0,0,1,0
455,46,13,617606,4,1,1,2048897,0,1,0,0,1
478,70,3,366435,5,1,0,2149440,1,0,0,1,0
501,97,19,211377,5,1,0,865644,1,0,0,0,1
719,98,19,559131,6,1,0,926024,1,0,0,0,1
720,31,20,815274,4,0,0,30212,0,1,0,1,0
850,60,20,606914,4,1,1,2527495,1,0,0,1,0
704,58,6,227059,1,1,0,458775,0,0,1,1,0
582,58,10,648516,3,1,1,1309203,0,1,0,1,0
340,34,11,756881,1,0,0,2762441,1,0,0,1,0
349,18,14,161715,6,0,1,1831958,1,0,0,0,1
727,40,14,912761,3,0,0,2651550,0,0,1,0,1
705,19,16,398189,5,0,0,1137738,0,1,0,0,1
838,76,15,812316,4,0,1,455313,1,0,0,1,0
997,38,19,5073,5,0,0,2413861,0,1,0,0,1
842,29,2,929440,2,0,0,517434,0,0,1,1,0
826,89,13,699898,3,1,1,501867,0,0,1,1,0
680,46,5,929838,3,0,1,2780159,0,1,0,1,0
739,65,20,847321,3,1,1,1542863,1,0,0,0,1
775,84,12,912794,3,0,1,2314102,0,0,1,0,1
467,21,20,707055,1,1,1,1419493,0,0,1,1,0
862,62,6,902701,3,1,1,2072079,1,0,0,1,0
982,96,0,481975,6,0,1,1455067,0,0,1,0,1
571,61,13,101082,3,0,1,641861,0,1,0,1,0
537,55,3,816641,1,1,0,879631,1,0,0,1,0
955,85,13,556882,4,0,1,2640224,0,0,1,0,1
780,95,8,9303,3,0,1,596704,0,0,1,1,0
594,88,20,860922,3,1,1,1770279,0,0,1,1,0
646,67,13,570633,6,1,1,199842,0,0,1,0,1
962,65,14,454005,1,0,0,2415004,0,0,1,0,1
389,43,3,5348,1,1,1,478201,1,0,0,1,0
295,80,18,155336,4,1,1,2692483,0,1,0,0,1
732,44,15,720166,4,1,0,2990833,1,0,0,1,0
751,95,10,374279,5,1,1,485501,0,0,1,1,0
597,95,3,438911,4,0,1,1097808,1,0,0,0,1
500,34,19,112571,2,1,0,369353,0,0,1,1,0
960,67,0,489311,4,1,0,115723,0,1,0,0,1
857,89,8,508589,6,0,1,2185719,0,1,0,0,1
785,87,15,199271,4,0,1,2284949,1,0,0,1,0
480,69,0,979591,4,0,0,466530,1,0,0,0,1
369,68,14,944016,4,1,0,2034791,1,0,0,0,1
671,43,11,952707,1,0,1,251309,1,0,0,0,1
407,94,18,806219,3,1,0,1976861,1,0,0,0,1
680,55,3,305151,5,0,1,1029823,0,0,1,0,1
292,46,6,440191,4,1,0,109948,0,0,1,0,1
445,70,13,331361,6,1,1,2643276,0,0,1,0,1
585,76,8,243407,3,0,0,774941,0,0,1,0,1
882,69,15,553535,3,0,0,2423866,0,1,0,0,1
768,90,4,255401,1,1,1,1759264,0,1,0,1,0
870,29,18,555529,6,1,1,1784112,1,0,0,0,1
786,33,18,905871,3,0,1,1597729,1,0,0,0,1
925,79,12,413132,2,0,0,1985952,0,0,1,1,0
245,35,12,545780,2,1,0,2101436,0,0,1,1,0
380,69,19,639766,6,1,0,656071,1,0,0,0,1
701,98,14,373287,4,0,0,2218876,0,0,1,1,0
899,23,8,624990,3,0,0,768482,0,0,1,1,0
809,62,15,709212,4,1,0,2949275,0,0,1,0,1
334,84,7,596848,1,0,0,1622615,0,0,1,0,1
286,58,11,158392,1,1,1,2490770,0,0,1,1,0
800,96,0,573039,1,1,0,2756853,0,1,0,0,1
247,97,14,891101,6,1,0,2542450,1,0,0,1,0
495,94,3,581056,6,0,1,1634772,0,0,1,0,1
534,22,12,300137,5,1,1,2968859,1,0,0,0,1
545,52,0,601328,6,0,1,1914388,0,0,1,0,1
735,66,18,369662,5,1,0,2072533,0,0,1,0,1
830,45,14,5321,5,0,0,697844,0,1,0,1,0
743,92,3,187229,4,1,0,40809,0,1,0,0,1
798,89,6,801503,1,0,0,268127,0,0,1,1,0
732,61,5,868914,3,0,0,2474258,0,0,1,0,1
791,85,19,97876,6,1,0,500826,0,1,0,0,1
909,52,8,494032,3,1,0,1671042,0,0,1,1,0
441,85,18,694834,3,1,0,1493449,0,1,0,0,1
582,23,20,734250,2,1,1,1228549,1,0,0,1,0
403,59,20,796990,6,1,1,32128,0,0,1,0,1
533,39,2,347839,3,0,1,856899,0,1,0,0,1
474,22,16,213140,6,0,0,2107117,0,0,1,0,1
426,25,15,717054,3,1,0,1164502,0,0,1,1,0
993,74,9,250363,3,1,1,2053552,1,0,0,1,0
849,30,8,623087,6,1,1,576099,0,0,1,0,1
799,49,7,806955,4,0,0,1969080,0,0,1,0,1
635,50,2,791916,2,1,0,2535946,0,0,1,1,0
383,81,2,753295,1,1,1,1886963,0,0,1,0,1
508,19,4,372396,3,1,0,17265,0,0,1,0,1
515,20,12,540798,5,1,1,1729261,1,0,0,1,0
673,76,17,383695,6,0,1,1390361,0,0,1,0,1
421,89,1,465146,2,0,0,560178,1,0,0,1,0
799,62,0,377703,3,0,1,2050148,0,0,1,0,1
205,28,12,562927,1,0,1,1403819,0,1,0,1,0
821,41,5,200007,1,0,1,1371662,0,1,0,0,1
285,24,2,334866,6,1,0,181346,0,0,1,1,0
578,40,15,580834,6,1,0,1298492,0,0,1,1,0
543,57,17,12132,2,1,0,909235,0,1,0,0,1
983,40,17,945089,3,0,0,2941473,0,0,1,1,0
490,84,10,916554,5,0,1,2015277,1,0,0,0,1
969,31,14,355127,3,0,1,711106,0,1,0,1,0
532,30,11,197593,6,1,0,725844,0,0,1,0,1
573,18,7,926048,1,0,1,2017692,1,0,0,0,1
727,45,6,90347,4,1,0,2634912,1,0,0,0,1
297,55,8,466669,6,0,1,1139798,1,0,0,0,1
536,92,11,803451,3,1,1,2878470,0,1,0,0,1
289,86,12,365737,5,1,0,2876559,1,0,0,0,1
428,84,10,480372,6,0,1,1839435,1,0,0,1,0
445,63,17,982397,4,1,0,1110381,0,1,0,0,1
802,23,9,969021,6,0,0,1052547,1,0,0,1,0
873,87,5,876540,6,1,0,1880836,1,0,0,0,1
446,42,2,579049,1,1,0,696064,0,0,1,0,1
633,74,7,939470,6,0,0,1951709,1,0,0,1,0
815,74,2,223740,5,0,0,622402,0,0,1,1,0
994,91,19,933711,4,0,1,2753721,0,1,0,0,1
569,45,7,480727,6,1,0,1830195,0,1,0,1,0
568,46,14,536267,5,0,1,975215,0,0,1,0,1
733,77,13,610118,3,0,1,2659788,1,0,0,0,1
271,98,3,514412,1,0,0,521189,1,0,0,0,1
503,83,1,423679,3,1,1,2943295,0,0,1,1,0
243,63,19,858397,5,1,0,2486241,0,0,1,0,1
861,85,11,264057,5,1,1,458325,1,0,0,0,1
564,97,12,7223,1,1,1,643251,1,0,0,0,1
507,39,10,797798,2,0,0,755648,1,0,0,1,0
708,65,10,279547,6,0,1,2901806,0,0,1,1,0
269,59,11,818575,2,0,0,1915189,0,0,1,1,0
615,22,1,250197,1,0,0,1158751,0,0,1,1,0
631,26,9,709765,4,0,1,1497419,1,0,0,1,0
917,65,17,553142,2,1,1,595218,1,0,0,1,0
884,60,1,689388,5,0,0,2923148,1,0,0,0,1
986,24,20,650061,6,1,1,2207541,1,0,0,0,1
459,28,20,102156,2,1,1,2814092,0,0,1,1,0
994,44,2,82987,4,1,0,1202096,0,0,1,1,0
848,84,12,896188,4,1,0,2154654,0,1,0,0,1
851,81,8,834289,3,1,0,1540675,0,0,1,1,0
598,54,11,536989,5,1,0,1281791,1,0,0,1,0
515,83,20,518270,4,1,0,60316,0,0,1,0,1
403,36,8,933619,1,1,1,199772,1,0,0,0,1
987,94,9,924908,5,1,0,1925684,1,0,0,0,1
324,56,3,692615,1,1,1,215614,1,0,0,0,1
565,37,14,692077,1,1,0,2015066,1,0,0,1,0
829,36,5,781174,4,0,1,2163632,0,0,1,0,1
980,32,0,106464,1,0,0,313951,0,1,0,0,1
500,74,6,132432,6,1,0,461382,0,0,1,0,1
692,28,20,879449,2,0,1,2193229,0,1,0,1,0
989,70,18,411391,5,1,1,1770113,1,0,0,1,0
555,22,13,358272,1,1,1,631930,0,0,1,1,0
321,60,6,759604,2,1,1,193297,0,0,1,0,1
987,48,1,466167,3,0,1,1871487,0,0,1,1,0
690,28,9,131448,1,0,1,360055,1,0,0,1,0
352,90,19,915026,2,0,1,2721248,1,0,0,1,0
676,46,14,1297,4,0,1,2660734,1,0,0,0,1
475,61,3,282341,4,1,0,2733543,0,1,0,0,1
689,88,13,755887,3,0,1,1473623,0,1,0,0,1
517,43,18,930459,5,1,1,2049657,0,0,1,1,0
612,94,9,919256,1,0,0,839291,1,0,0,1,0
490,55,5,362745,6,0,1,523821,1,0,0,1,0
988,86,16,289501,1,1,0,2012759,0,0,1,0,1
615,96,10,582602,1,0,1,1101838,0,0,1,0,1
341,76,4,859485,5,0,1,565732,0,0,1,1,0
409,20,7,619131,1,1,1,1136058,0,1,0,1,0
405,54,6,846210,5,1,1,832172,0,0,1,0,1
806,93,16,452137,1,0,1,1838092,0,0,1,1,0
763,96,20,40234,3,0,1,1345519,0,0,1,1,0
275,53,1,105252,6,0,1,1207304,1,0,0,1,0
991,62,5,265186,4,1,0,710091,0,1,0,0,1
424,29,2,633619,4,1,0,171506,0,1,0,1,0
466,98,7,758594,4,0,1,833952,0,1,0,0,1
574,81,10,800372,5,0,0,2474982,1,0,0,1,0
663,62,0,944770,4,0,1,1449633,1,0,0,0,1
255,49,19,675342,1,0,0,1959315,0,0,1,0,1
811,30,13,712875,3,0,1,2264216,1,0,0,0,1
902,59,13,365034,2,0,1,253818,0,1,0,1,0
938,83,7,253999,1,0,1,1838258,0,0,1,1,0
809,54,16,61440,3,0,1,39170,1,0,0,1,0
372,73,20,515465,5,0,1,773615,0,0,1,1,0
817,60,1,240315,3,1,1,2799811,0,0,1,0,1
984,81,17,835755,3,1,0,817847,0,1,0,0,1
870,21,17,616553,4,1,1,1672813,1,0,0,0,1
802,74,12,870830,2,0,0,2391549,1,0,0,1,0
968,38,13,912734,1,0,1,1705400,0,0,1,1,0
569,92,0,649299,4,1,0,1379716,0,1,0,0,1
918,68,19,452478,6,1,1,2643381,1,0,0,0,1
593,53,17,673228,1,0,1,2544504,0,0,1,1,0
258,50,13,878580,5,1,1,2167846,0,1,0,1,0
897,49,7,130032,3,0,1,2105411,0,1,0,0,1
685,71,14,866925,3,1,1,479115,0,1,0,1,0
601,66,18,789795,1,1,0,1190490,0,1,0,1,0
903,48,2,870235,2,0,1,2476345,0,0,1,0,1
349,61,1,752362,6,0,0,1655415,0,1,0,1,0
552,60,13,444611,4,0,1,1019568,1,0,0,1,0
749,93,3,16438,4,0,1,1602157,0,1,0,0,1
975,85,1,392694,3,0,0,2495965,0,0,1,0,1
263,95,9,698218,3,0,0,2594191,0,0,1,1,0
890,89,12,308399,4,1,0,2327906,0,1,0,1,0
448,30,3,787836,1,0,1,2500492,1,0,0,1,0
840,19,11,293402,2,1,0,725026,1,0,0,0,1
875,71,10,333970,6,0,1,401006,0,1,0,1,0
945,23,5,675394,2,1,0,2740485,1,0,0,0,1
765,67,7,647866,2,1,1,919689,1,0,0,0,1
624,72,6,33272,1,1,1,320899,0,0,1,1,0
462,43,20,261587,5,0,0,2178469,0,0,1,0,1
593,85,2,396147,3,0,0,1178563,0,0,1,1,0
274,61,8,642050,1,0,0,672735,0,1,0,1,0
877,74,3,691067,6,0,1,1057597,1,0,0,0,1
589,46,14,903663,6,1,1,1469296,0,1,0,0,1
339,36,8,983207,5,1,0,2133660,1,0,0,0,1
550,96,10,681116,5,1,0,1465847,0,0,1,1,0
522,25,4,60189,1,1,1,1421117,0,1,0,1,0
728,35,0,255556,5,1,1,961591,1,0,0,0,1
596,55,5,682859,3,1,0,2507284,0,0,1,1,0
457,85,17,633705,5,1,0,2204502,0,1,0,1,0
267,67,8,931591,4,1,1,1511859,0,0,1,0,1
993,80,20,630868,3,1,1,1324458,0,1,0,0,1
713,49,5,893162,4,0,1,589693,0,1,0,0,1
872,73,12,557440,5,0,1,2519387,0,0,1,1,0
645,51,0,247483,3,0,0,120982,1,0,0,0,1
834,20,7,249660,2,0,0,214193,1,0,0,1,0
395,71,0,213168,2,0,0,2856679,1,0,0,0,1
604,76,11,44043,6,0,1,2130628,1,0,0,1,0
464,69,6,393257,2,1,0,731465,0,1,0,1,0
297,18,5,931529,2,0,0,855618,0,0,1,1,0
905,55,15,96047,5,0,1,324917,0,0,1,1,0
914,72,6,901244,1,0,1,2080902,0,0,1,1,0
954,83,9,162884,6,1,0,562620,0,0,1,1,0
523,52,8,615865,5,0,0,1139918,1,0,0,1,0
212,45,16,72916,1,1,0,1446243,0,0,1,1,0
372,72,12,620390,3,0,0,2200763,1,0,0,0,1
955,73,19,150733,3,0,1,1402877,0,1,0,1,0
628,53,19,969743,2,0,0,958707,1,0,0,1,0
721,82,8,255310,4,1,1,336663,0,0,1,1,0
633,56,19,933602,5,0,1,2990695,0,0,1,0,1
507,56,12,481925,3,0,1,637085,1,0,0,0,1
252,43,11,517761,5,1,1,244924,0,0,1,0,1
